,date,time,tweet,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail
230909,2007-08-24,15:20:53,"A US commander in Iraq warns against early troop withdrawals, despite growing calls for a pullout.  http://tinyurl.com/2aea2g",[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/225491222,False,,0,
180010,2010-06-11,07:01:25,"Four men sentenced to death for the murder of a US aid worker and his driver escape from prison, police say.  http://bit.ly/cQprBz",[],[],0,6,0,[],[],https://twitter.com/BBCWorld/status/15926167453,False,,0,
136285,2012-01-24,13:17:54,"Oscar Ramiro Ortega-Hernandez, 21, pleads not guilty to trying to assassinate President Barack #Obama  http://t.co/ZMCMMQ9W",['http://bbc.in/wzY90n'],[],2,39,6,['obama'],[],https://twitter.com/BBCWorld/status/161905587213451264,False,,0,
157733,2011-05-03,15:21:09,North Korea jail camps 'growing'  http://bbc.in/lLvj3s,[],[],0,35,4,[],[],https://twitter.com/BBCWorld/status/65526331185704960,False,,0,
125513,2012-07-09,22:20:11,Singapore to change death penalty  http://t.co/uFSDFY4z,['http://bbc.in/L5chJw'],[],6,87,31,[],[],https://twitter.com/BBCWorld/status/222545731381235712,False,,0,
115573,2013-01-25,20:27:18,Is supersize soda a civil rights issue?  http://t.co/5tXGk8RK,['http://bbc.in/10Mn9Ui'],[],13,47,14,[],[],https://twitter.com/BBCWorld/status/295009996293427202,False,,0,
46649,2017-10-17,12:02:06,"MI5 chief: 'Over 3,000 extremists in the UK'  https://t.co/yIAFDjDSqE",['http://bbc.in/2x3mDcn'],[],75,103,108,[],[],https://twitter.com/BBCWorld/status/920349214546300928,False,,0,
47317,2017-10-03,01:15:35,Australia same-sex marriage: 'Majority' quick to return survey  https://t.co/sIISqGEU72,['http://bbc.in/2ykHaxn'],[],14,46,106,[],[],https://twitter.com/BBCWorld/status/915113082539606016,False,,0,
227269,2007-11-23,08:30:55,Pakistan's Supreme Court orders the Election Commission to declare that Gen Musharraf won October's election.  http://tinyurl.com/2n3jmw,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/437896442,False,,0,
156302,2011-05-23,18:13:37,Nato steps up Libya air strikes  http://bbc.in/iElBu6,[],[],0,24,0,[],[],https://twitter.com/BBCWorld/status/72817491147096064,False,,0,
103297,2013-12-03,12:15:02,Americans see US in decline - survey  http://t.co/JVRa1xqoL9,['http://bbc.in/18fiy4r'],[],12,60,17,[],[],https://twitter.com/BBCWorld/status/407951126949289984,False,,0,
125820,2012-07-04,10:38:37,Mob in #Pakistan burns to death man accused of blasphemy  http://t.co/VelzLgDL,['http://bbc.in/N7o8qp'],[],12,56,6,['pakistan'],[],https://twitter.com/BBCWorld/status/220557237968580608,False,,0,
149151,2011-08-30,18:18:38,Prime suspect  http://t.co/M3txNj5,['http://bbc.in/nLn98M'],[],1,13,2,[],[],https://twitter.com/BBCWorld/status/108695151962103809,False,,0,
73289,2016-02-19,21:03:13,Germany Syrians now waiting for their families  https://t.co/3jS3kgAhMB,['http://bbc.in/1SXA1qx'],[],10,60,81,[],[],https://twitter.com/BBCWorld/status/700893443179077632,False,,0,
130654,2012-04-16,05:25:58,"""Aftermath of #Breivik bomb shown now. Metal sheets fly through air. Dust everywhere""  http://t.co/anYZYbeT via @matthewwprice",['http://www.bbc.co.uk/news/world-europe-17726458'],[],0,15,2,['breivik'],[],https://twitter.com/BBCWorld/status/191849911816437760,False,,0,
26070,2019-03-26,04:23:41,"""We will nurture so many snow leopards, even my grandchildren will be able to see them""  The Russian hunter turned conservationist   [Tap to expand]  https://t.co/yLb54QlpWR  https://t.co/MuaFvAsjBL",['http://bbc.in/2FzIXRk'],[],39,411,1533,[],[],https://twitter.com/BBCWorld/status/1110487480116150272,False,,1,https://pbs.twimg.com/amplify_video_thumb/1110485731682803713/img/PBIMOYzpbgLfnPRt.jpg
31359,2018-10-18,12:40:05,MS sufferer avoids jail for importing cannabis-based drug  https://t.co/9CmEC8o9yX,['https://bbc.in/2CRMPwZ'],[],19,38,150,[],[],https://twitter.com/BBCWorld/status/1052992729842667520,False,,0,
157361,2011-05-09,05:48:47,Rival Sudan troops to leave Abyei  http://bbc.in/kmYk7d,[],[],0,9,0,[],[],https://twitter.com/BBCWorld/status/67556617247391744,False,,0,
73215,2016-02-21,21:07:05,#CycloneWinston: massive clean-up begins in Fiji as death toll jumps to at least 10   https://t.co/yhBL50K8FI  https://t.co/9y7zTL5AYs,['http://bbc.in/1Q4fWcb'],['https://pbs.twimg.com/media/Cbym6hxW0AAGC9a.jpg'],9,185,144,['cyclonewinston'],[],https://twitter.com/BBCWorld/status/701619191095418881,False,,1,https://pbs.twimg.com/media/Cbym6hxW0AAGC9a.jpg
106717,2013-09-17,07:57:44,"A third policeman has been killed in Austria shooting where suspect is still hiding in house, police tell BBC  http://t.co/RuIi0o8mXI",['http://bbc.in/1boRuSR'],[],7,53,6,[],[],https://twitter.com/BBCWorld/status/379967411027730432,False,,0,
197196,2009-09-16,05:12:04,Chairman David Sullivan and chief executive Karren Brady will leave Birmingham if Hong Kong businessman Carson..  http://tinyurl.com/l5sesf,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/4027033379,False,,0,
234116,2007-06-07,04:10:35,Lebanese forces backed by helicopters resume heavy shelling of a Palestinian refugee camp in the north.  http://tinyurl.com/2jvcku,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/94417872,False,,0,
110199,2013-06-18,07:59:34,"""I'd like to see Ed come home and face this"" - #Snowden's father urges him not to commit ""treason""  http://t.co/8rv8jaM0lU",['http://bbc.in/16dJIW3'],[],15,17,3,['snowden'],[],https://twitter.com/BBCWorld/status/346990572940185600,False,,0,
221807,2008-04-08,08:10:48,The creator of DNA fingerprinting heads the shortlist for the prestigious Millennium Technology Prize.  http://tinyurl.com/6jjjwy,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/785075773,False,,0,
102180,2014-01-02,03:18:01,"Murder investigation opened into death of former Rwandan intelligence chief, South African police say  http://t.co/R5aV43nlGm",['http://bbc.in/19KDnCg'],[],1,28,10,[],[],https://twitter.com/BBCWorld/status/418687618604621824,False,,0,
88171,2015-01-19,16:25:24,"Wild boar, brown bear &amp; moose - the unlikely victims of the Soviet Union collapse  http://t.co/vPjdMnlhl9  http://t.co/D82wnX6EgT",['http://bbc.in/1J4ip2v'],['https://pbs.twimg.com/media/B7v9tXIIcAIqxBI.jpg'],20,144,97,[],[],https://twitter.com/BBCWorld/status/557317934708953088,False,,1,https://pbs.twimg.com/media/B7v9tXIIcAIqxBI.jpg
10084,2020-07-20,17:06:07,India coronavirus: How Kerala's Covid 'success story' came undone  https://t.co/2RQDn9iX4t,['https://bbc.in/3eN3HUj'],[],9,48,126,[],[],https://twitter.com/BBCWorld/status/1285350304410669056,False,,0,
192760,2009-11-26,18:50:51,"Prison officers at Belmarsh high-security jail use ""extremely high"" levels of force to subdue prisoners, a rep..  http://bit.ly/5ls046",[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/6099224243,False,,0,
203274,2009-06-09,03:02:36,The crisis in Latvia is among the topics to be discussed at a meeting of European Union finance ministers.   http://tinyurl.com/n2e25k,[],[],0,0,1,[],[],https://twitter.com/BBCWorld/status/2087603855,False,,0,
69350,2016-06-09,17:30:28,Dining out  https://t.co/ydTLYU7IZc,['http://bbc.in/1XJmGEG'],[],3,72,75,[],[],https://twitter.com/BBCWorld/status/741049857322934272,False,,0,
9184,2020-08-16,17:17:56,Egypt TikTok and Instagram stars pay heavy price for 'indecency'  https://t.co/3NP3NeIM4u,['https://bbc.in/3h4f7VB'],[],70,115,423,[],[],https://twitter.com/BBCWorld/status/1295137748639252485,False,,0,
195768,2009-10-08,22:11:08,Burma's ruling generals allow democracy leader Aung San Suu Kyi to meet Western diplomats for talks.  http://bit.ly/13EuUv,[],[],0,0,1,[],[],https://twitter.com/BBCWorld/status/4726604883,False,,0,
130591,2012-04-16,23:59:01,VIDEO: Breivik to address murder trial  http://t.co/70KAtZbb,['http://bbc.in/HP9o1A'],[],1,9,4,[],[],https://twitter.com/BBCWorld/status/192130020234379264,False,,0,
12645,2020-05-18,11:38:04,"Claim 4:   ""One of the most dangerous decisions... from the WHO was... to oppose travel restrictions. They actually fought us,” President Trump has said    https://t.co/bc8rcUOTMz  https://t.co/Um3VPDoSDP",['http://bbc.in/CoronavirusTrumpWHO'],['https://pbs.twimg.com/media/EYUTMLGX0AYGtie.jpg'],7,40,104,[],[],https://twitter.com/BBCWorld/status/1262437310215356416,False,,1,https://pbs.twimg.com/media/EYUTMLGX0AYGtie.jpg
60594,2017-01-10,18:37:03,Norway starts turning off its analogue radio signal  https://t.co/3QHCW1N2i7,['http://bbc.in/2jgI7vQ'],[],6,113,93,[],[],https://twitter.com/BBCWorld/status/818995104941821955,False,,0,
174630,2010-08-16,11:31:09,An independent report into the collapse of a railway bridge near Dublin has found that Irish Rail was warned t..  http://bbc.in/9Fldzp,[],[],0,5,1,[],[],https://twitter.com/BBCWorld/status/21331966160,False,,0,
188545,2010-01-29,06:21:07,"Honda recalls 646,000 cars globally to fix a switch defect that could, in some cases, cause a fire inside the ..  http://bit.ly/auxJsX",[],[],0,9,0,[],[],https://twitter.com/BBCWorld/status/8367174470,False,,0,
201148,2009-07-12,21:52:29,Police divers find the body of an 18-year-old man who got into difficulties after going swimming in Port Talbot.  http://tinyurl.com/kj4j9a,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/2608739891,False,,0,
190702,2009-12-27,22:10:48,Iraqi police say they defused nine bombs in Karbala as hundreds of thousands of Shia Muslims gather for the As..  http://bit.ly/8fKE6V,[],[],0,6,0,[],[],https://twitter.com/BBCWorld/status/7113200633,False,,0,
119623,2012-10-21,04:36:22,"Native American and six others named as saints by Pope at start of ""Year of Faith"" within Roman Catholic Church  http://t.co/TTsuRJpR",['http://bbc.in/ToPKjW'],[],2,74,14,[],[],https://twitter.com/BBCWorld/status/259966348443127808,False,,0,
209601,2009-01-22,02:40:35,"Chipmaker Intel is closing five plants in the US and Asia, as it responds to falling global computer sales.  http://tinyurl.com/chdc9p",[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/1138693936,False,,0,
162164,2011-03-03,00:27:45,India anti-graft chief forced out  http://bbc.in/gNehRW,[],[],0,10,1,[],[],https://twitter.com/BBCWorld/status/43210937817235456,False,,0,
143723,2011-11-10,00:10:26,VIDEO: Turkey quake trapped text for help  http://t.co/vyGzJb5j,['http://bbc.in/w1NKAo'],[],1,27,3,[],[],https://twitter.com/BBCWorld/status/134528323761078272,False,,0,
106671,2013-09-18,13:35:04,"Why you might find penguins in Dubai, and dinosaurs in Islamabad zoo  http://t.co/XlZIKCaSRz #NewsFromElsewhere",['http://bbc.in/14juVu8'],[],2,33,12,['newsfromelsewhere'],[],https://twitter.com/BBCWorld/status/380414690910019584,False,,0,
147070,2011-09-28,03:43:39,US urges China on Tibetan rights  http://t.co/chOuSqrp,['http://bbc.in/qboDkl'],[],2,29,6,[],[],https://twitter.com/BBCWorld/status/118984205408534529,False,,0,
99400,2014-03-12,17:53:54,"Dramatic footage: Man carjacks several vehicles to evade capture by police in Colorado, before arrest  http://t.co/nn4uhEl9RU",['http://bbc.in/N7ZQUB'],[],15,60,30,[],[],https://twitter.com/BBCWorld/status/443897702263554049,False,,0,
458,2021-04-05,10:31:17,"Thandie Newton reverts to original spelling of first name, Thandiwe  https://t.co/8eF09sOFMU",['https://bbc.in/3sUZy8o'],[],244,105,1302,[],[],https://twitter.com/BBCWorld/status/1379109398782611458,False,,0,
38577,2018-04-09,12:35:11,Viktor Orban: Election win is a chance to defend Hungary  https://t.co/fyIeIaegzt,['https://bbc.in/2qfHbfo'],[],18,28,65,[],[],https://twitter.com/BBCWorld/status/983413029382565891,False,,0,
163685,2011-02-11,13:04:21,Clijsters regains number one spot  http://bbc.in/eUUjSK,[],[],0,10,2,[],[],https://twitter.com/BBCWorld/status/36153587125981185,False,,0,
172625,2010-09-12,03:03:08,Tri-Nations' $174m economic boost  http://bbc.in/92mBAk,[],[],0,3,0,[],[],https://twitter.com/BBCWorld/status/24269555496,False,,0,
196525,2009-09-26,06:41:00,Pakistan are batting first after winning the toss in the sell-out ICC Champions Trophy encounter at Centurion.  http://bit.ly/fdpMa,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/4392623217,False,,0,
74622,2016-01-18,04:05:17,The 62 richest people in the world are worth more than the poorest 50%    https://t.co/8M02IVGhet #inequality  https://t.co/BqPS091FXE,['http://bbc.in/1SrqaZ9'],['https://pbs.twimg.com/media/CY_3AzEUMAEeaOf.jpg'],50,820,351,['inequality'],[],https://twitter.com/BBCWorld/status/689040861779329024,False,,1,https://pbs.twimg.com/media/CY_3AzEUMAEeaOf.jpg
145644,2011-10-18,21:44:03,China scientist in US trade theft  http://t.co/ocJl1UzH,['http://bbc.in/ovgkBU'],[],3,28,5,[],[],https://twitter.com/BBCWorld/status/126503851007283200,False,,0,
64836,2016-10-16,11:57:35,US election 2016: Trump 'will accept result' - Mike Pence  https://t.co/VscquDLsYJ,['http://bbc.in/2eGpfaD'],[],92,103,170,[],[],https://twitter.com/BBCWorld/status/787714120107888641,False,,0,
81923,2015-06-23,09:29:06,"General Karenzi Karake's arrest strains fragile UK-Rwanda relations, @BBCKarenAllen says  http://t.co/hhkTORx3np  http://t.co/UPfZjRPVnJ",['http://bbc.in/1Ljhf7H'],['https://pbs.twimg.com/media/CIMfHdJWcAA9dkw.jpg'],8,52,29,[],[],https://twitter.com/BBCWorld/status/613368187825037312,False,,1,https://pbs.twimg.com/media/CIMfHdJWcAA9dkw.jpg
179186,2010-06-24,15:01:14,A 23-year-old Frenchman is given a suspended jail sentence for hacking into US President Barack Obama's Twitte..  http://bit.ly/at5hY8,[],[],0,44,7,[],[],https://twitter.com/BBCWorld/status/16961213452,False,,0,
121791,2012-09-08,09:24:13,I could have scored pole - Alonso  http://t.co/8xibW0fx,['http://bbc.in/P3NnhB'],[],1,19,2,[],[],https://twitter.com/BBCWorld/status/244456111745417216,False,,0,
142482,2011-11-21,13:30:52,MF Global missing cash 'doubles'  http://t.co/6NeB7ozq,['http://bbc.in/sl2TPs'],[],1,8,2,[],[],https://twitter.com/BBCWorld/status/138716024550858752,False,,0,
204281,2009-05-18,15:43:01,Hope for new age grips Sri Lanka as rebellion crumbles   http://tinyurl.com/p5re4t,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/1840313314,False,,0,
153856,2011-06-23,15:43:07,Iran president's ally 'arrested'  http://bbc.in/lms1hX,[],[],3,17,0,[],[],https://twitter.com/BBCWorld/status/84013642714062849,False,,0,
141798,2011-11-27,19:48:12,Riot compensation changes urged  http://t.co/96v4ieTo,['http://bbc.in/uMX4rl'],[],0,4,1,[],[],https://twitter.com/BBCWorld/status/140985312678649857,False,,0,
40492,2018-02-23,09:35:15,China's 'hold your mother's hand' campaign  https://t.co/7Ak6tRYty8,['http://bbc.in/2BLXwzK'],[],12,51,142,[],[],https://twitter.com/BBCWorld/status/967075393823039494,False,,0,
221310,2008-04-19,12:20:23,Carlos Tevez's equaliser three minutes from time gives Man Utd a 1-1 draw at Blackburn to keep them on course ..  http://tinyurl.com/58ywuk,[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/792598152,False,,0,
89664,2014-12-09,19:27:15,VIDEO: Life on the road with Janis Joplin  http://t.co/ZkhdN4G9Rp,['http://bbc.in/1wZchHw'],[],2,44,39,[],[],https://twitter.com/BBCWorld/status/542505796060184577,False,,0,
80070,2015-08-10,05:19:34,Family on holiday in France drove 150km (93 miles) before realising they left their three-year-old at picnic area  http://t.co/yqzUOCzKQO,['http://bbc.in/1MkhGQR'],[],40,217,141,[],[],https://twitter.com/BBCWorld/status/630700007465844736,False,,0,
1443,2021-03-12,11:10:15,"Two brothers involved in Brussels suicide bombing murdered pensioner as a test, according to Belgian report  https://t.co/nQoOzzxD9v",['https://bbc.in/3cu25PW'],[],20,57,121,[],[],https://twitter.com/BBCWorld/status/1370436991930748928,False,,0,
71187,2016-04-15,19:29:39,Why the Pope is going to Lesbos  https://t.co/ILnXdxMT3j,['http://bbc.in/22AZYvP'],[],22,75,98,[],[],https://twitter.com/BBCWorld/status/721148515611779077,False,,0,
173872,2010-08-24,16:11:09,Tottenham striker Jermain Defoe is to have an operation on a groin injury next week that will keep him out of ..  http://bbc.in/9MTMl3,[],[],0,5,0,[],[],https://twitter.com/BBCWorld/status/22035308532,False,,0,
177215,2010-07-21,14:41:10,"Heavy rain and water on the road led to the deaths of two teenage girls in the valleys, an inquest has heard.  http://bit.ly/dq3fcc",[],[],0,3,2,[],[],https://twitter.com/BBCWorld/status/19103968115,False,,0,
54316,2017-05-10,17:30:53,Nine-month stretch  https://t.co/LVfUQpu3cR,['http://bbc.in/2r3pZJs'],[],4,20,68,[],[],https://twitter.com/BBCWorld/status/862449897437573121,False,,0,
93689,2014-08-24,19:29:24,Mozambique rivals agree ceasefire ahead of elections  http://t.co/CXY06SqUcK  http://t.co/Yi0QSwFYRd,['http://bbc.in/1tzGEjr'],['https://pbs.twimg.com/media/Bv2OyoLIIAAftvL.jpg'],0,93,51,[],[],https://twitter.com/BBCWorld/status/503715733952823296,False,,1,https://pbs.twimg.com/media/Bv2OyoLIIAAftvL.jpg
43888,2017-12-13,07:16:45,Injured dog gets 'blade runner' prosthetic legs in Thailand  https://t.co/hpBeKnAYGi,['http://bbc.in/2AShPcx'],[],22,263,848,[],[],https://twitter.com/BBCWorld/status/940948609025171456,False,,0,
82124,2015-06-17,19:35:57,Can #OculusRift overcome motion sickness? @RichTaylorBBC tries virtual-reality headset  http://t.co/LkRkelK2ou  http://t.co/aV8XwyDS88,['http://bbc.in/1FnC0rm'],"['https://pbs.twimg.com/media/CHvweJzUEAE_wLB.jpg', 'https://pbs.twimg.com/media/CHvweNRWgAAK8OY.jpg', 'https://pbs.twimg.com/media/CHvweYwUMAAGWqR.jpg']",7,67,69,['oculusrift'],[],https://twitter.com/BBCWorld/status/611346579946106880,False,,1,https://pbs.twimg.com/media/CHvweJzUEAE_wLB.jpg
32772,2018-09-09,17:09:09,The Indian tribe that gave up hunting to save forests  https://t.co/MNjXgMoIMV,['https://bbc.in/2Qildo7'],[],47,127,415,[],[],https://twitter.com/BBCWorld/status/1038927316343316480,False,,0,
25564,2019-04-10,11:16:51,Trump urges investigation of FBI actions  https://t.co/kbmg53l0B6,['https://bbc.in/2KokH9c'],[],57,37,102,[],[],https://twitter.com/BBCWorld/status/1116027273260433408,False,,0,
65459,2016-10-02,14:20:28,Kashmir attack: Militants target Baramulla Indian base  https://t.co/85zJZQpeMA,['http://bbc.in/2dRH71N'],[],32,68,69,[],[],https://twitter.com/BBCWorld/status/782676647145250818,False,,0,
65525,2016-09-30,06:06:44,Join @stephensackur on @BBCWorld TV now - he is interviewing Russia's Foreign Minister Sergey Lavrov.  https://t.co/LhyUfj3HG7,[],['https://pbs.twimg.com/media/CtmcEneXEAIosOz.jpg'],28,36,67,[],[],https://twitter.com/BBCWorld/status/781827616277983232,False,,1,https://pbs.twimg.com/media/CtmcEneXEAIosOz.jpg
16031,2020-02-04,17:20:41,Why schools are at the centre of Delhi polls  https://t.co/oypXjypB78,['https://bbc.in/2UlsQ1I'],[],7,20,73,[],[],https://twitter.com/BBCWorld/status/1224850295785709570,False,,0,
157771,2011-05-03,08:54:36,Pakistan foreign office official 'categorically denies' any prior knowledge of the US raid on bin Laden's compound - Reuters,[],[],0,27,1,[],[],https://twitter.com/BBCWorld/status/65429051577348096,False,,0,
26954,2019-02-27,10:45:35,"""The American people don't care about my taxes they want to know what it is that I know about Mr Trump - and not one question so far has been asked about Mr Trump""  US president's ex-lawyer Michael Cohen challenges Congress   #CohenTestimony latest:  https://t.co/3J9nebR2wm  https://t.co/NIJ6amOJcZ",['http://bbc.in/2U6M7kh'],[],76,353,1036,['cohentestimony'],[],https://twitter.com/BBCWorld/status/1100814215105789953,False,,1,https://pbs.twimg.com/media/D0bgsFSV4AAXYA3.jpg
153234,2011-07-01,13:31:59,Ivory Coast warrant for Ble Goude  http://bbc.in/mFNXgz,[],[],0,1,2,[],[],https://twitter.com/BBCWorld/status/86879742883672064,False,,0,
167990,2010-12-07,07:31:59,#WikiLeaks founder Julian #Assange tells London court he intends to fight extradition to Sweden,[],[],0,31,1,"['wikileaks', 'assange']",[],https://twitter.com/BBCWorld/status/12152346129735680,False,,0,
165936,2011-01-11,18:05:00,Vietnam congress faces economy test  http://bbc.in/fUZKzV,[],[],0,6,1,[],[],https://twitter.com/BBCWorld/status/24995223042002944,False,,0,
163922,2011-02-09,04:42:32,Streisand to perform at Grammys  http://bbc.in/fmfo2F,[],[],0,19,2,[],[],https://twitter.com/BBCWorld/status/35302523476643840,False,,0,
169023,2010-11-20,08:32:30,Berlusconi ally 'was Mafia link'  http://bbc.in/8ZQBN1,[],[],0,16,1,[],[],https://twitter.com/BBCWorld/status/6006980678254593,False,,0,
233297,2007-06-28,04:00:37,"South Africa's main unions end their four-week strike, which has closed most schools and hospitals.  http://tinyurl.com/ypap67",[],[],0,0,0,[],[],https://twitter.com/BBCWorld/status/124352182,False,,0,
107462,2013-08-30,04:59:49,A true-name atlas calls places by their original meanings. Chicago? Stink Onions.  http://t.co/vg8KyBhgFI,['http://bbc.in/17qzgLa'],[],13,76,33,[],[],https://twitter.com/BBCWorld/status/373399653624320000,False,,0,
65800,2016-09-24,17:29:19,Prize catch  https://t.co/k30o7eqEIB,['http://bbc.in/2dsAlz3'],[],4,48,42,[],[],https://twitter.com/BBCWorld/status/779825068146851841,False,,0,
171337,2010-10-06,16:06:43,Cleaner dies at Disneyland Paris  http://bbc.in/9CFTRA,[],[],0,12,6,[],[],https://twitter.com/BBCWorld/status/26589180715,False,,0,
95816,2014-06-26,23:30:11,"No laughing matter, this:  http://t.co/ahaW1JRRrz the grim world of gelotophobia - a fear of laughter.  http://t.co/WAlOxrwRui",['http://bbc.in/1iLt4rF'],['https://pbs.twimg.com/media/BrHQGevIEAAFkHt.png'],28,252,139,[],[],https://twitter.com/BBCWorld/status/482395445122318336,False,,1,https://pbs.twimg.com/media/BrHQGevIEAAFkHt.png
107727,2013-08-22,14:25:18,Give teeth a chance - this dentist wants to clone John Lennon from ex-Beatle's rotten molar  http://t.co/WZRCWOYqAo,['http://bbc.in/18MTsI9'],[],33,120,20,[],[],https://twitter.com/BBCWorld/status/370642860271763456,False,,0,
44978,2017-11-20,18:25:14,TV host Charlie Rose suspended  https://t.co/gJb6WNvHub,['http://bbc.in/2zTW91x'],[],31,65,112,[],[],https://twitter.com/BBCWorld/status/932781918113976320,False,,0,
101866,2014-01-10,09:52:19,"Meet Sam Smith, tipped for big things after topping our #Soundof2014 list  http://t.co/Rld9o5RXoX &amp;  http://t.co/gG3745FPeF",['http://bbc.in/1gVGwED'],['https://pbs.twimg.com/media/BdohIncIUAARmiF.jpg'],7,48,45,['soundof2014'],[],https://twitter.com/BBCWorld/status/421685947148042240,False,,1,https://pbs.twimg.com/media/BdohIncIUAARmiF.jpg
98049,2014-04-20,11:05:25,Wilshaw takes charge of Trojan Horse  http://t.co/dLlFvNhe1O,['http://bbc.in/1joCbJV'],[],1,31,16,[],[],https://twitter.com/BBCWorld/status/457928033132118016,False,,0,
50562,2017-07-27,23:38:26,US Senate healthcare repeal bill fails  https://t.co/MWqbwbmtCK,['http://bbc.in/2eSQWxT'],[],26,518,1353,[],[],https://twitter.com/BBCWorld/status/890808645075718144,False,,0,
25036,2019-04-25,23:14:28,Bolsonaro: Brazil must not become 'gay tourism paradise'  https://t.co/zP3N5JAWNC,['https://bbc.in/2ZJO3Tk'],[],175,156,439,[],[],https://twitter.com/BBCWorld/status/1121643687425896448,False,,0,
33830,2018-08-06,09:27:50,Tramspotting 🚋   https://t.co/uOUKuiBWmq  https://t.co/WMA6AmM24J,['http://bbc.in/2OMV4gE'],[],13,132,424,[],[],https://twitter.com/BBCWorld/status/1026490035074465792,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1026489836192976896/pu/img/8fBXApW0HJljwMkf.jpg
172089,2010-09-22,10:53:31,Gwyneth Paltrow to appear in Glee  http://bbc.in/bS5o7e,[],[],0,23,2,[],[],https://twitter.com/BBCWorld/status/25228145942,False,,0,
96164,2014-06-16,02:21:17,"48 killed in #MpeketoniAttack, Kenyan officials say  http://t.co/q4PdvHCBd2  http://t.co/uPiTtRhAsi",['http://bbc.in/1lrBy7w'],['https://pbs.twimg.com/media/BqPNxdrCYAEQCZg.jpg'],25,213,60,['mpeketoniattack'],[],https://twitter.com/BBCWorld/status/478452236444794880,False,,1,https://pbs.twimg.com/media/BqPNxdrCYAEQCZg.jpg
121285,2012-09-19,09:19:47,#Georgia's president suspends all prison staff and deploys police to all jails amid protests over prisoner-abuse video  http://t.co/rhO4ZV5A,['http://bbc.in/OEV8xI'],[],4,43,8,['georgia'],[],https://twitter.com/BBCWorld/status/248441262997397505,False,,0,
56498,2017-03-25,12:40:42,Europeans take to streets on Treaty of Rome anniversary  https://t.co/nEZM1kDNji,['http://bbc.in/2n39REV'],[],23,144,268,[],[],https://twitter.com/BBCWorld/status/845707026634297344,False,,0,
