,date,time,tweet,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail
209739,2017-02-09,18:51:07,Here's what 60 degrees to snowstorm in 24 hours looks like  https://t.co/QrFVhaGSUL #SnowStorm  https://t.co/V5iQiMatfQ,['http://cnn.it/2k8ZEKv'],['https://pbs.twimg.com/tweet_video_thumb/C4RKmRCW8AED4tR.jpg'],34,258,651,['snowstorm'],[],https://twitter.com/CNN/status/829870279937622016,False,,1,https://pbs.twimg.com/tweet_video_thumb/C4RKmRCW8AED4tR.jpg
74116,2019-09-11,18:21:06,Democrats in North Carolina accused Republicans of deceptive behavior after the state House held a vote to override Democratic Gov. Roy Cooper's veto of a budget bill  https://t.co/HpJT1SlDUR,['https://cnn.it/34E287i'],[],54,53,143,[],[],https://twitter.com/CNN/status/1171941770248282113,False,,0,
236222,2016-06-23,04:35:27,How do Libertarians see the 2016 race? 5 takeaways from CNN's #LibertarianTownHall  https://t.co/9ccOHf2718  https://t.co/cd7vYIhQ4m,['http://cnn.it/28SwEQm'],['https://pbs.twimg.com/media/CloRyW0XEAEtv-r.jpg'],28,61,80,['libertariantownhall'],[],https://twitter.com/CNN/status/745928249029566464,False,,1,https://pbs.twimg.com/media/CloRyW0XEAEtv-r.jpg
247494,2016-02-01,07:11:57,Artist Ai Weiwei has recreated the haunting image of Syrian toddler #AlanKurdi   https://t.co/eCNSac4kvO  https://t.co/T5Rn8ef5Ld,['http://cnn.it/1Sxn4BD'],['https://pbs.twimg.com/media/CaIn_oCWcAA2JTo.jpg'],10,69,121,['alankurdi'],[],https://twitter.com/CNN/status/694161266722656256,False,,1,https://pbs.twimg.com/media/CaIn_oCWcAA2JTo.jpg
203559,2017-03-27,13:48:01,Namibia's Caprivi Strip: Africa forbidden zone is now a wildlife wonderland  https://t.co/65z1wLWoIo  https://t.co/qoksJhvHMX,['http://cnn.it/2mJF5FG'],['https://pbs.twimg.com/media/C78wpWvX0AI439Q.jpg'],12,143,452,[],[],https://twitter.com/CNN/status/846448744212107264,False,,1,https://pbs.twimg.com/media/C78wpWvX0AI439Q.jpg
32626,2020-06-12,16:46:09,Secretary of State Mike Pompeo again denied that he recommended the removal of the State Department inspector general in retaliation for an investigation into the potential misuse of government resources by the top US diplomat and his wife  https://t.co/PFwF6hmvTh,['https://cnn.it/30GifBx'],[],109,69,186,[],[],https://twitter.com/CNN/status/1271574540745879552,False,,0,
89853,2019-06-07,16:35:11,A federal judge orders the FBI to reveal more parts of former Director James Comey’s memos  https://t.co/w7wRvTbfKu  https://t.co/5Saf6xkmLR,['https://cnn.it/2Ita8NZ'],['https://pbs.twimg.com/media/D8fh9iqWwAEwG9t.jpg'],19,57,187,[],[],https://twitter.com/CNN/status/1137125880671719424,False,,1,https://pbs.twimg.com/media/D8fh9iqWwAEwG9t.jpg
189392,2017-07-08,22:39:28,Does this blurry photo show Amelia Earhart survived her plane crash?  https://t.co/PlZeik791M  https://t.co/0rsnewU8eo,['http://cnn.it/2u163vV'],['https://pbs.twimg.com/media/DERGCixWsAAyO3f.jpg'],112,127,369,[],[],https://twitter.com/CNN/status/883908438513901568,False,,1,https://pbs.twimg.com/media/DERGCixWsAAyO3f.jpg
276086,2011-08-15,17:48:05,Blitzer blog: Greetings from Iowa.  http://t.co/Cf93P4P,['http://on.cnn.com/nJxlE4'],[],8,14,1,[],[],https://twitter.com/CNN/status/103251646695477248,False,,0,
191821,2017-06-21,04:01:01,"""Trump doesn't care about HIV"": Six members of the Presidential Advisory Council on HIV/AIDS resigned last week  https://t.co/oqzJIqlTsU  https://t.co/LRupjbTySf",['http://cnn.it/2rUghsa'],['https://pbs.twimg.com/media/DC1jBGlXgAIeKwO.jpg'],99,216,238,[],[],https://twitter.com/CNN/status/877466375261999104,False,,1,https://pbs.twimg.com/media/DC1jBGlXgAIeKwO.jpg
121326,2018-11-11,07:31:00,"Sculptors are not having an easy time depicting the world's best footballers, it seems  https://t.co/8laFsSHwh6  https://t.co/AuWibWNh7s",['https://cnn.it/2DnHmyi'],[],36,50,234,[],[],https://twitter.com/CNN/status/1061627355943391233,False,,1,https://pbs.twimg.com/amplify_video_thumb/1059477857322393600/img/ITWTnFhCP0KdvYmu.jpg
127088,2018-10-01,15:41:04,"Stocks popped after the US, Mexico and Canada agreed to an 11th hour deal to replace NAFTA  https://t.co/QMFngUQAQE  https://t.co/gWi5dlu7Ue",['https://cnn.it/2NdUlD6'],['https://pbs.twimg.com/media/DodBtE6WsAIDjJX.jpg'],27,25,104,[],[],https://twitter.com/CNN/status/1046877682867277824,False,,1,https://pbs.twimg.com/media/DodBtE6WsAIDjJX.jpg
117498,2018-12-07,06:13:38,"Chinese investors are leading an attempt to buy Amer Sports, the owner of brands including Louisville Slugger and Wilson, for more than $5 billion  https://t.co/JznAyo2EJg  https://t.co/UxbNfyDefe",['https://cnn.it/2El9X83'],['https://pbs.twimg.com/media/Dt0QFWdWsAIKA0j.jpg'],27,44,71,[],[],https://twitter.com/CNN/status/1071029972607909889,False,,1,https://pbs.twimg.com/media/Dt0QFWdWsAIKA0j.jpg
97986,2019-04-18,11:30:41,"""There's a sentence here that's all but an explicit invitation to Congress to impeach the President ... This is an invitation to Congress to say 'you can do it using the impeachment power,'"" @JeffreyToobin says about the Mueller report.  https://t.co/BVfutl3zWg  https://t.co/e1EVoB28xL",['http://cnn.it/2XhTff4'],[],895,1396,3722,[],[],https://twitter.com/CNN/status/1118929859609354240,False,,1,https://pbs.twimg.com/media/D4c8tCeWsAYKp1A.jpg
272073,2012-12-16,18:36:10,President Obama is speaking now at the Newtown interfaith vigil. Watch live on @CNN TV or  http://t.co/OHYQ43cA.,['http://CNN.com/Live'],[],13,443,40,[],[],https://twitter.com/CNN/status/280486514490753025,False,,0,
88603,2019-06-15,06:31:08,"Visitors to the SkyDeck at Chicago's Willis Tower got an extra scare when the protective layer covering the glass splintered into thousands of pieces. No one was in any danger, Willis Tower says.  https://t.co/zdmEu9oZuF  https://t.co/R8Wytg04zB",['https://cnn.it/2XPfXM4'],[],26,42,172,[],[],https://twitter.com/CNN/status/1139872967842762752,False,,1,https://pbs.twimg.com/amplify_video_thumb/1139803824481345537/img/vyrDoFIH9eOcrceI.jpg
262700,2014-10-04,11:55:21,Hong Kong protests continue to grow. Watch Live Now  http://t.co/wIJ3OEaiMG  http://t.co/FbbLgsg66o,"['http://cnn.it/1v0JxLU', 'http://snpy.tv/1rLhSwd']",[],38,392,177,[],[],https://twitter.com/CNN/status/518459372200939520,False,,0,
295657,2007-03-07,11:55:52,Suspected meteorite crashes through bedroom window  http://slink.in/1215,[],[],0,0,1,[],[],https://twitter.com/CNN/status/5910537,False,,0,
23826,2020-08-14,18:01:04,Watch Marge Simpson deliver a direct response to Trump adviser Jenna Ellis saying Kamala Harris sounds like her  https://t.co/f4igNV0RoG  https://t.co/FkRV8ccfIc,['https://cnn.it/2PXdcG8'],[],73,213,898,[],[],https://twitter.com/CNN/status/1294423826231689216,False,,1,https://pbs.twimg.com/amplify_video_thumb/1294378576872120321/img/S4kS_kkPlztF605y.jpg
14403,2020-11-03,11:45:07,"A federal judge orders the US Postal Service to sweep facilities in underperforming districts, including some in battleground states, for election mail by 3 p.m. ET.  https://t.co/QdaB7WJrDw",['https://cnn.it/35VsP8Q'],[],134,508,3237,[],[],https://twitter.com/CNN/status/1323697735598485506,False,,0,
184377,2017-08-14,14:57:04,Protesters are blaming Charlottesville police for allowing the violence this weekend to get out of hand  https://t.co/1Skbr0Jqlv  https://t.co/198Frt9FnU,['http://cnn.it/2fEYS6B'],['https://pbs.twimg.com/media/DHN_BwHWsAAybsi.jpg'],211,103,319,[],[],https://twitter.com/CNN/status/897200421676216320,False,,1,https://pbs.twimg.com/media/DHN_BwHWsAAybsi.jpg
57156,2019-12-31,15:40:04,"Thanks to a 3D printer, this 11-year-old boy can now grip and hold things for the first time in his life.  https://t.co/SQgPRCljOX  https://t.co/wpScS03PMw",['https://cnn.it/39vCd44'],[],28,184,898,[],[],https://twitter.com/CNN/status/1212141396347543553,False,,1,https://pbs.twimg.com/amplify_video_thumb/1212137427437002752/img/iL7FzRTqFUFpPccd.jpg
177426,2017-10-03,13:31:48,"Identity theft nightmares resurface amid the Equifax breach: ""It's the fear of losing money""  https://t.co/n1vsr2Qhcw  https://t.co/TnM2RCSC6m",['http://cnn.it/2fHkRq3'],['https://pbs.twimg.com/media/DLPLAO9XcAAcNH_.jpg'],17,57,72,[],[],https://twitter.com/CNN/status/915298356481724416,False,,1,https://pbs.twimg.com/media/DLPLAO9XcAAcNH_.jpg
46734,2020-03-06,17:39:45,"""He's more than welcome to come on to the ship with us and serve us our dinners and bring me my towels."" Debbie Loftus, an American quarantined on the Grand Princess, responds to President Trump saying he'd be inclined to keep all passengers on the ship.  https://t.co/pl7wzTnz1O  https://t.co/ZKjRVDXFBY",['http://cnn.it/2IuTBcE'],[],188,508,1328,[],[],https://twitter.com/CNN/status/1236089114820296712,False,,1,https://pbs.twimg.com/media/ESd1-5JXcAATChB.jpg
266435,2014-03-08,10:14:34,"Sometimes, innocence isn't enough. See #DeathRowStories Sun @ 9pm ET/PT on CNN.  http://t.co/Tcmdkx1WS5 @cnnOrigSeries  http://t.co/sWArj1MOqo",['http://cnn.it/1chI0KR'],['https://pbs.twimg.com/media/BiOI2bsIIAAKte2.jpg'],93,828,921,['deathrowstories'],[],https://twitter.com/CNN/status/442347657248653313,False,,1,https://pbs.twimg.com/media/BiOI2bsIIAAKte2.jpg
112317,2019-01-15,04:13:08,President Trump has boxed himself in on the shutdown with nowhere to go | Analysis by @ForecasterEnten  https://t.co/okXWlR9dik  https://t.co/fY2yYGAhbF,['https://cnn.it/2Fyejs0'],['https://pbs.twimg.com/media/Dw8qgTbXgAEGL6x.jpg'],140,68,187,[],[],https://twitter.com/CNN/status/1085132771264217088,False,,1,https://pbs.twimg.com/media/Dw8qgTbXgAEGL6x.jpg
282443,2010-01-01,16:29:25,"Laws covering texting, tanning beds, trans fat take effect in 2010.  http://bit.ly/7jsLTG",[],[],0,18,9,[],[],https://twitter.com/CNN/status/7282284491,False,,0,
286049,2009-06-01,21:47:10,Brazil court rules for N.J. dad in custody case  http://tinyurl.com/kurj66,[],[],0,0,1,[],[],https://twitter.com/CNN/status/1999767084,False,,0,
240273,2016-04-29,09:14:30,"Drake drops new album, Kesha releases new single  https://t.co/sP1ZFHeEDh  https://t.co/6xbk6yEL1C",['http://cnn.it/1rnxWbP'],['https://pbs.twimg.com/media/ChOCN5MWUAMcKJS.jpg'],33,133,351,[],[],https://twitter.com/CNN/status/726067140667793408,False,,1,https://pbs.twimg.com/media/ChOCN5MWUAMcKJS.jpg
77207,2019-08-23,00:01:07,Nepal is banning single-use plastic on and around Mount Everest in a bid to cut down on the region's trash problem.  https://t.co/dhoCFoYSse,['https://cnn.it/31YWfzq'],[],18,141,706,[],[],https://twitter.com/CNN/status/1164779581896720385,False,,0,
8348,2021-01-07,20:30:12,Here's a timeline that retraces how a historic day of unrest unfolded in America's capital  https://t.co/Cpvpikk91u,['https://cnn.it/2JXMM84'],[],110,150,463,[],[],https://twitter.com/CNN/status/1347385088368111617,False,,0,
79308,2019-08-09,20:24:24,"""I really believe that this is part of a new NRA playbook to ... cool people down in the moment and then let the moment pass without doing anything.""  Presidential candidate @JulianCastro on elected officials not acting immediately on tighter gun control.  https://t.co/TbOR3FQFn7  https://t.co/3MYwc0FQPz",['http://cnn.it/2GVm2QM'],[],85,99,336,[],[],https://twitter.com/CNN/status/1160014001201459201,False,,1,https://pbs.twimg.com/media/EBkui1FUcAAznmq.jpg
275938,2011-08-28,17:10:36,Face-to-face with al-Megrahi. @NicRobertsonCNN’s Exclusive:  http://t.co/YGWMteW,['http://on.cnn.com/mZDH2d'],[],1,29,2,[],[],https://twitter.com/CNN/status/107953255555940353,False,,0,
137420,2018-07-20,14:46:06,"When former New Orleans Mayor Mitch Landrieu discusses his ideal opponent for President Donald Trump in the 2020 presidential election, he acknowledges it sounds like he's describing Joe Biden  https://t.co/t5vXzZBPLh #AxeFiles  https://t.co/i2hAfWtNlZ",['https://cnn.it/2Nz66od'],['https://pbs.twimg.com/media/Dik5ERgX4AApJdZ.jpg'],73,41,207,['axefiles'],[],https://twitter.com/CNN/status/1020409538615422976,False,,1,https://pbs.twimg.com/media/Dik5ERgX4AApJdZ.jpg
237185,2016-06-12,07:34:34,"Gunman in Orlando shooting may have had some kind of device strapped to him, police say   https://t.co/AZ4UxysYMU",['http://cnn.it/1OjvqxK'],[],47,301,210,[],[],https://twitter.com/CNN/status/741987056361033728,False,,0,
256180,2015-08-26,07:00:47,"Virginia TV crew involved in shooting during live interview, stay tuned for updates:  http://t.co/vnsBffCQJ1",['http://cnn.it/1K1ztMt'],[],13,309,158,[],[],https://twitter.com/CNN/status/636523688226127876,False,,0,
161023,2018-02-04,18:18:01,"An upcoming 107,000 square-foot museum will feature digital art that visitors can interact with:  https://t.co/xI2shX9WOi via @CNNStyle  https://t.co/n8UtqHDwaL",['http://cnn.it/2EwTL0u'],[],10,94,254,[],[],https://twitter.com/CNN/status/960321582483701761,False,,1,https://pbs.twimg.com/amplify_video_thumb/959337700385083393/img/ujOwrHx-g1n0pgIE.jpg
223615,2016-10-21,11:25:02,"The Wall Street Journal is seeking a ""substantial number"" of buyouts  https://t.co/1202hh4I7F  https://t.co/MGutfEvzRD",['http://cnn.it/2ee2l9r'],['https://pbs.twimg.com/media/CvTuUDZWgAAXSHB.jpg'],8,44,69,[],[],https://twitter.com/CNN/status/789517865623949312,False,,1,https://pbs.twimg.com/media/CvTuUDZWgAAXSHB.jpg
217899,2016-12-07,18:33:01,"Trump unleashes tweet on Carrier union boss Chuck Jones, who criticized job deal as a promise ""half-way delivered""  https://t.co/6DXH3cZc2G  https://t.co/9ZkzgHdyTm",['http://cnn.it/2hlKCer'],['https://pbs.twimg.com/media/CzHguioWQAQv9n-.jpg'],123,187,196,[],[],https://twitter.com/CNN/status/806672901239881741,False,,1,https://pbs.twimg.com/media/CzHguioWQAQv9n-.jpg
210960,2017-01-31,11:05:24,Former Secretary of State Madeleine Albright on President Trump’s travel ban: “I think it's just flat anti-American”  https://t.co/kcU5rU10T2  https://t.co/YU6I7xNYLP,['http://cnn.it/2jRJctT'],[],284,857,2414,[],[],https://twitter.com/CNN/status/826491588016746497,False,,1,https://pbs.twimg.com/amplify_video_thumb/826491487965814785/img/N7usyAJy6G2_D6R6.jpg
