,date,time,tweet,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail
122063,2017-03-14,14:40:01,Waning Sales Force Layoffs By Gun Maker in New York  https://t.co/0ElQQ04aPv  https://t.co/XwNEdRvudI,['http://www.foxbusiness.com/markets/2017/03/14/waning-sales-force-layoffs-by-gun-maker-in-new-york.html'],['https://pbs.twimg.com/media/C65v7iyUwAArDpB.jpg'],66,28,80,[],[],https://twitter.com/FoxNews/status/841750786031869952,False,,1,https://pbs.twimg.com/media/C65v7iyUwAArDpB.jpg
8213,2018-11-01,06:25:00,".@RonDeSantisFL: ""I think Floridians understand that there’s a real significant choice here for the direction of our state."" @foxandfriends  https://t.co/SzzNdwFTvp",[],[],219,476,1438,[],[],https://twitter.com/FoxNews/status/1057971768017580033,False,,1,https://pbs.twimg.com/amplify_video_thumb/1057961035255164928/img/0RRhhBUF-K85u-yT.jpg
97463,2017-08-20,15:50:37,Democrat Fundraising Is Worst in a Decade    https://t.co/ri1BVdrIlj,['http://insider.foxnews.com/2017/08/20/democrat-fundraising-worst-decade'],[],223,223,837,[],[],https://twitter.com/FoxNews/status/899388225864835072,False,,0,
186596,2015-12-11,17:49:08,"Mario Rubio on brother @marcorubio: ""He's a smart man &amp; I believe in him."" #Greta  https://t.co/4VZqPKuofR",[],['https://pbs.twimg.com/media/CV_HKbUU8AAAvwh.jpg'],24,69,120,['greta'],[],https://twitter.com/FoxNews/status/675477451510833153,False,,1,https://pbs.twimg.com/media/CV_HKbUU8AAAvwh.jpg
53335,2018-03-25,20:11:59,".@SenMikeLee on the relationships between Supreme Court justices: ""One's ideological temperament on the court doesn't necessarily preclude a personal relationship.""  https://t.co/J38BkZVeIo",[],[],23,36,124,[],[],https://twitter.com/FoxNews/status/978092166311538689,False,,1,https://pbs.twimg.com/amplify_video_thumb/978091985859956737/img/_z6Nqq2-H3wellis.jpg
378032,2007-07-15,09:17:11,WORLD: Wife of Alleged UK Terrorist in Australia Says Husband is In  http://tinyurl.com/ypfyd3,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/151090492,False,,0,
110836,2017-05-31,10:21:31,".@MeghanMcCain on #ParisAgreement: ""I always thought it was a really nice illusion of actually getting things done."" #Outnumbered  https://t.co/BdTzIzBfG5",[],['https://pbs.twimg.com/media/DBKwhlsV0AAylCq.jpg'],184,81,374,"['parisagreement', 'outnumbered']",[],https://twitter.com/FoxNews/status/869951989484007425,False,,1,https://pbs.twimg.com/media/DBKwhlsV0AAylCq.jpg
114042,2017-05-07,20:11:43,Trump tweets congratulations to Emmanuel Macron on victory in French presidential election  https://t.co/ExONCh0H1f via @foxnewspolitics,['http://fxn.ws/2qQmk1O'],[],152,107,450,[],[],https://twitter.com/FoxNews/status/861403208828280832,False,,0,
116860,2017-04-19,17:15:49,".@seanspicer on @POTUS' first 100 days: ""I think there's unquestionably an unbelievably historic amount of progress that's been made.""  https://t.co/TzXdEzCPZi",[],['https://pbs.twimg.com/media/C9z8v0WVoAAcZHO.jpg'],210,139,686,[],[],https://twitter.com/FoxNews/status/854835959296294913,False,,1,https://pbs.twimg.com/media/C9z8v0WVoAAcZHO.jpg
335687,2008-05-27,07:47:24,"POLITICS: White House, New York Times Trade Blows on GI Bill  http://tinyurl.com/6yu7xc",[],[],0,0,1,[],[],https://twitter.com/FoxNews/status/820909231,False,,0,
5130,2020-08-31,14:30:57, https://t.co/CwIB4S4A38,['https://fxn.ws/3lApl2v'],[],353,181,1105,[],[],https://twitter.com/FoxNews/status/1300531543438274560,False,,0,
284078,2009-04-26,05:47:10,NATIONAL: 1 Dead After Severe Storms Rake Midwest. Severe thunderstorms raked parts of the Midwest on...  http://tinyurl.com/cl7ff5,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/1619967169,False,,0,
293126,2009-02-25,16:42:05,HEALTH: Lawyer: Woman Infected With Herpes Awarded Nearly $7M  http://tinyurl.com/dlm7tw,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/1251446813,False,,0,
54393,2018-03-21,03:35:00,Long Island cops dig up skeletal remains that may belong to woman missing since 1966  https://t.co/m97Ghq2PLn,['http://fxn.ws/2IDXJpD'],[],11,46,105,[],[],https://twitter.com/FoxNews/status/976391716805795841,False,,0,
153015,2016-08-19,04:30:43,"US Olympic Committee apologizes for 'distracting ordeal,' 2 swimmers leave Brazil  https://t.co/pYNZ28ZuEG",['http://fxn.ws/2bCngj9'],[],32,38,47,[],[],https://twitter.com/FoxNews/status/766583164991004672,False,,0,
229538,2013-10-20,15:58:56,Charity receives 'promising' leads as authorities work to identify mystery girl found in #Greece:  http://t.co/JqO8WPvN5v,['http://fxn.ws/1cLe6uQ'],[],1,26,6,['greece'],[],https://twitter.com/FoxNews/status/392047305559265281,False,,0,
184395,2015-12-31,12:09:10,"Cold case riddle: Long-forgotten audio a clue in 1984 murder of boy, 7 |  https://t.co/0ERnlap5mC by @CristinaCorbin  https://t.co/zE3LP1ohGh",['http://fxn.ws/1ZDFQcS'],['https://pbs.twimg.com/media/CXk5I6QWAAAZnNg.jpg'],8,26,64,[],[],https://twitter.com/FoxNews/status/682639652176531456,False,,1,https://pbs.twimg.com/media/CXk5I6QWAAAZnNg.jpg
52008,2018-03-31,23:45:00,"On @foxandfriends, @dbongino slammed liberal teachers who bring their politics into the classroom.  https://t.co/44cGC56pXy  https://t.co/5n47c8uofs",['https://bit.ly/2pU3GHz'],['https://pbs.twimg.com/media/DZoDiU7X4AIpdqd.jpg'],126,120,703,[],[],https://twitter.com/FoxNews/status/980320101688778753,False,,1,https://pbs.twimg.com/media/DZoDiU7X4AIpdqd.jpg
336432,2008-05-20,07:52:10,ELECTIONS: Top Clinton Aide Considers Job With Obama Camp  http://tinyurl.com/5rejh6,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/815761293,False,,0,
176804,2016-02-26,01:31:07,37 people rescued from stranded Australian icebreaker ship in Antarctica  https://t.co/l7XjCycbux  https://t.co/auYuSPCzFD,['http://fxn.ws/1OzxWZY'],['https://pbs.twimg.com/media/CcIJuTtVIAkk-Pn.jpg'],5,65,90,[],[],https://twitter.com/FoxNews/status/703135190411931650,False,,1,https://pbs.twimg.com/media/CcIJuTtVIAkk-Pn.jpg
21613,2018-08-21,22:01:00,"Approximately 200 South Koreans and their family members crossed into North Korea to meet with relatives most haven't seen since they were separated during the Korean War. Here are some reunions, more than six decades later.  https://t.co/kUrnxhWYV2",[],[],83,422,1462,[],[],https://twitter.com/FoxNews/status/1032115394222288898,False,,1,https://pbs.twimg.com/amplify_video_thumb/1031808191200473089/img/W2bci5BmKP6sWoV-.jpg
236005,2012-11-08,11:28:25,"Gabby Giffords' husband to gunman: You tried to create for us a life as dark, evil as your's  http://t.co/gUu3bY7H",['http://fxn.ws/Tak4uP'],[],13,43,10,[],[],https://twitter.com/FoxNews/status/266608128634802176,False,,0,
322695,2008-09-01,09:47:16,NATIONAL: Michigan Couple Gets Hitched at Family Funeral Home  http://tinyurl.com/63nlho,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/905842086,False,,0,
284885,2009-04-21,14:52:23,BUSINESS: AMD Posts Lower First-quarter Profit. AMD Posts Lower First-quarter Profit  http://tinyurl.com/cyv9mo,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/1578429503,False,,0,
354790,2008-02-21,00:57:24,BUSINESS: Reed Elsevier To Buy ChoicePoint For $4.1 Billion  http://tinyurl.com/2npaxv,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/738337312,False,,0,
65910,2018-01-28,06:27:20,"Justice Ginsburg to skip State of the Union, signals she has no plans to retire  https://t.co/n9tFWLsIHg",['http://fxn.ws/2FnEwWT'],[],992,106,427,[],[],https://twitter.com/FoxNews/status/957606016497213440,False,,0,
276525,2009-06-09,14:12:11,BUSINESS: Three Days in the Valley: Google Interview. FOX Business Network's Liz Claman sits down with...  http://tinyurl.com/n4etza,[],[],0,0,1,[],[],https://twitter.com/FoxNews/status/2093863804,False,,0,
334333,2008-06-02,07:31:41,BUSINESS: Canadian Solar To Pay $500 Mln In Supply Pact  http://tinyurl.com/5wndfc,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/825147652,False,,0,
276389,2009-06-10,08:37:08,BUSINESS: N.Y. Times To Seek Boston Globe Bids: Paper. N.Y. Times To Seek Boston Globe Bids: Paper  http://tinyurl.com/mgotqd,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/2103788101,False,,0,
369577,2007-10-31,09:22:20,NATIONAL: Tropical Storm Noel Steers Rough Surf Toward Florida  http://tinyurl.com/26zfp7,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/378036792,False,,0,
177802,2016-02-19,19:12:56,".@JebBush on Pres. skipping Scalia funeral: ""He's the most divisive president we've had in American history, &amp; this is just another example""",[],[],69,162,411,[],[],https://twitter.com/FoxNews/status/700865690421456896,False,,0,
139880,2016-11-15,16:00:38,ICYMI: George W. and Laura Bush Adopted a Shelter Puppy  https://t.co/bjv8ltxtaR,['http://bit.ly/2fWZpNF'],[],100,157,929,[],[],https://twitter.com/FoxNews/status/798662017779236864,False,,0,
52318,2018-03-30,12:13:21,OPINION: Don't blame @HillaryClinton -- ‘Dear Madam President’ makes more excuses for her election defeat  https://t.co/lafc4aUMEf,['http://www.foxnews.com/opinion/2018/03/30/dont-blame-hillary-clinton-dear-madam-president-makes-more-excuses-for-her-election-defeat.html'],[],138,42,118,[],[],https://twitter.com/FoxNews/status/979783654602870784,False,,0,
386343,2007-03-30,08:17:07,WORLD: Hicks Gets 7 Years Prison Time as Part of Terror Plea Deal  http://tinyurl.com/2c7nk4,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/15919551,False,,0,
253367,2009-10-27,19:12:08,NATIONAL: Publisher Delays Book by Author Following Sweat Lodge Deaths. A sweat lodge in central Arizona...  http://tinyurl.com/ygt8rmt,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/5217582485,False,,0,
330957,2008-06-29,15:22:29,"BUSINESS: The Number Of Millionaires Worldwide Grows, Fueled In Part By Oil  http://tinyurl.com/5hx3v4",[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/846418065,False,,0,
293810,2009-02-23,02:02:08,POLITICS: Obama Convenes Fiscal Summit at White House  http://tinyurl.com/cur2h4,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/1240278391,False,,0,
258230,2009-09-29,15:07:16,BUSINESS: Navistar Names Andrew Cederoth CFO. Navistar Names Andrew Cederoth...  http://tinyurl.com/yerlvyy,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/4479964439,False,,0,
19892,2018-08-30,16:06:19,"Colin Kaepernick's grievance against NFL can move forward, arbitrator decides  https://t.co/Bjebn7QhsS",['http://www.foxnews.com/sports/2018/08/30/colin-kaepernicks-grievance-against-nfl-can-move-forward-arbitrator-decides.html'],[],191,27,139,[],[],https://twitter.com/FoxNews/status/1035287626297819136,False,,0,
386521,2007-03-28,12:21:34,"TECHNOLOGY: Nintendo's Mario, Sega's Sonic to Square Off in Video Game  http://tinyurl.com/ypglv6",[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/14442931,False,,0,
47886,2018-04-19,16:17:55,Two Florida deputies killed in apparent ambush at restaurant  https://t.co/aKh7dmzUvU  https://t.co/ZavEhCP6ry,['https://fxn.ws/2HcN8oG'],[],75,220,174,[],[],https://twitter.com/FoxNews/status/987092957915381761,False,,1,https://pbs.twimg.com/media/DbLbu8GWAAAsyYB.jpg
175212,2016-03-06,18:19:01,".@HillaryClinton: ""Throughout my public career, I have been evening the odds for people in every way that I could."" #DemDebate",[],[],105,24,42,['demdebate'],[],https://twitter.com/FoxNews/status/706650325474811905,False,,0,
258911,2009-09-24,14:52:38,NATIONAL: Missouri Mom Pleads Guilty to Selling Daughter for Sex. A man and a woman accused of training...  http://tinyurl.com/y9vqfa4,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/4351221252,False,,0,
261491,2009-09-09,12:22:05,POLITICS: Health Care 101: Terms and Phrases That Have Defined the Health Care Debate.  http://tinyurl.com/mr569z,[],[],0,0,2,[],[],https://twitter.com/FoxNews/status/3868398397,False,,0,
257012,2009-10-06,14:57:22,BUSINESS: Yum Profit Rises But Same-store Sales Slump. Yum Profit Rises But Same-store Sales Slump  http://tinyurl.com/yau432u,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/4664533156,False,,0,
310217,2008-11-07,17:52:08,ELECTIONS: North Carolina Teacher Caught on Tape Teaching Pro-Obama Lessons  http://tinyurl.com/5nju6g,[],[],0,0,1,[],[],https://twitter.com/FoxNews/status/995772850,False,,0,
24865,2018-08-05,03:30:00,No tow truck? No problem. This @PascoSheriff's officer pushed a stranded driver through an intersection and off of a busy road to keep her - and everybody else - safe.  https://t.co/uyNVsLU3fp  https://t.co/adXQHdQ9tR,['https://fxn.ws/2M2tk92'],[],10,43,194,[],[],https://twitter.com/FoxNews/status/1026037596168712193,False,,1,https://pbs.twimg.com/media/DjtgRKYX0AYi8Em.jpg
37016,2018-06-06,19:50:39,"Kate Spade's husband Andy releases statement following her suicide, dispels misconceptions.  https://t.co/oUC7halRHp",['https://fxn.ws/2LulKQK'],[],32,25,91,[],[],https://twitter.com/FoxNews/status/1004541112412000256,False,,0,
242085,2011-02-09,09:22:46,"Rev your engines folks, FoxNews.com's Leisure editor is at the Chicago auto show live tweeting!  Follow him @foxcarreport and ask questions!",[],[],0,2,1,[],[],https://twitter.com/FoxNews/status/35373046558629888,False,,0,
292993,2009-02-26,10:12:09,HEALTH: Movie Co. Turns Double Leg Amputee Into Mermaid  http://tinyurl.com/d2e4yq,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/1254369382,False,,0,
297996,2009-01-29,08:22:05,POLITICS: General Formerly Overseeing Gitmo Warns Against Closure  http://tinyurl.com/b4xg4y,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/1158681109,False,,0,
280382,2009-05-17,09:57:03,POLITICS: Netanyahu in Washington for Talks on Mideast Policy.  http://tinyurl.com/oe5oy4,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/1826628894,False,,0,
240863,2011-08-11,11:54:36,"Homeless & jobless, residents of a tiny makeshift 'Tent City' just south of NYC have a message for #Obama: Create jobs  http://t.co/BukIdSf",['http://fxn.ws/ptfkKD'],[],23,68,8,['obama'],[],https://twitter.com/FoxNews/status/101713136142397440,False,,0,
101642,2017-07-31,13:28:11,.@POTUS on Medal of Honor recipient: In those 48 hours Jim rescued 10 American soldiers &amp; tended to countless others  https://t.co/xjPm0dfyiy  https://t.co/mTDGEuO06J,['http://fxn.ws/2vXlL91'],['https://pbs.twimg.com/media/DGFkMgTVYAAlWs_.jpg'],65,168,1166,[],[],https://twitter.com/FoxNews/status/892104624508985345,False,,1,https://pbs.twimg.com/media/DGFkMgTVYAAlWs_.jpg
151884,2016-08-27,15:41:23,Charter school support among African-Americans.  https://t.co/HhnVkzvFCv,[],['https://pbs.twimg.com/media/Cq5ZgjbUEAAtEzJ.jpg'],49,176,342,[],[],https://twitter.com/FoxNews/status/769651044380844032,False,,1,https://pbs.twimg.com/media/Cq5ZgjbUEAAtEzJ.jpg
210149,2015-02-21,15:06:41,Astronauts complete 1st of 3 spacewalks  http://t.co/QS0JNbCpKi  http://t.co/FXifSYQxpK,['http://fxn.ws/19SCI8A'],['https://pbs.twimg.com/media/B-ZoJ0jCAAACq4S.jpg'],6,88,134,[],[],https://twitter.com/FoxNews/status/569256921519120386,False,,1,https://pbs.twimg.com/media/B-ZoJ0jCAAACq4S.jpg
156232,2016-07-25,13:39:22,.@realDonaldTrump: “[#HillaryClinton’s] instincts are defective.”  https://t.co/RwhlCusuhH,[],['https://pbs.twimg.com/media/CoPBFBrUEAEbGEO.jpg'],41,89,366,['hillaryclinton'],[],https://twitter.com/FoxNews/status/757661542158524416,False,,1,https://pbs.twimg.com/media/CoPBFBrUEAEbGEO.jpg
26734,2018-07-26,07:19:00,GOP lawmakers move to impeach Rosenstein; @pdoocy reports.  https://t.co/7kAKpOnyAU  https://t.co/WOvGCCljbx,['https://fxn.ws/2Ab3WsZ'],[],148,104,426,[],[],https://twitter.com/FoxNews/status/1022471347547631619,False,,1,https://pbs.twimg.com/media/DjCKrCtWsAEJgGv.jpg
174606,2016-03-10,15:33:00,"Anderson: ""For the United States govt to stand alone in denying that this is genocide would be shameful."" #TheFive  https://t.co/4b9KHpRpQT",['https://amp.twimg.com/v/4dc8322b-b608-4588-9ea6-5c2a633612ac'],[],76,341,378,['thefive'],[],https://twitter.com/FoxNews/status/708058098208890881,False,,0,
68013,2018-01-18,21:33:39,"AG Jeff Sessions on @POTUS' immigration reform: ""He favored the wall, he's fought for it all the way through the campaign, &amp; in Congress...What he is committed to do is to end the illegality in the system, &amp; create a system of immigration that serves the national interest.""  https://t.co/XVPSBLi3zH",[],[],121,252,970,[],[],https://twitter.com/FoxNews/status/954210218191343618,False,,1,https://pbs.twimg.com/amplify_video_thumb/954210084019691520/img/motUoj_JZ-IDBSi1.jpg
211430,2015-01-28,10:50:16,"The post-mortem examination of an ex-KGB agent was most the dangerous ever, inquiry hears.  http://t.co/aYFkXuqwqN",['http://fxn.ws/1EqoeZZ'],[],6,40,28,[],[],https://twitter.com/FoxNews/status/560495084450238464,False,,0,
163152,2016-06-06,15:50:04,"Yellen Concerned by Weak May Jobs Report, Remains Optimistic  https://t.co/y51JNwyOcO via @FoxBusiness  https://t.co/vdtFyozONE",['http://fxn.ws/22K6IJz'],['https://pbs.twimg.com/media/CkSycu_UoAA1dvq.jpg'],24,27,31,[],[],https://twitter.com/FoxNews/status/739937427591073792,False,,1,https://pbs.twimg.com/media/CkSycu_UoAA1dvq.jpg
350036,2008-03-17,11:47:14,NATIONAL: Study: Top NCAA Seeds Aren't Tops in Classroom  http://tinyurl.com/2qmj64,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/772926951,False,,0,
85912,2017-10-17,16:13:54,Sean Spicer interviewed by Mueller's team for Russia probe  https://t.co/cZwEqPgEw5,['http://www.foxnews.com/politics/2017/10/17/sean-spicer-interviewed-by-muellers-team-for-russia-probe.html'],[],86,50,130,[],[],https://twitter.com/FoxNews/status/920412582070161409,False,,0,
48315,2018-04-17,14:17:24,".@SenateMajLdr: “We confirmed 12 circuit judges last year, US circuit judges. That’s a record for the first year of any president since the circuit court systems were created in 1891…Young, Conservative, principled judges who will be on these courts for a lifetime.” @TeamCavuto  https://t.co/Un8sbGDCZU",[],[],89,91,298,[],[],https://twitter.com/FoxNews/status/986337854061252611,False,,1,https://pbs.twimg.com/amplify_video_thumb/986337695277441024/img/Rcqq1OHUcRSipCk9.jpg
275043,2009-06-18,02:17:06,BUSINESS: IDB Unit Eyes British Land's Broadgate: Report. IDB Unit Eyes British Land's Broadgate: Report  http://tinyurl.com/lbznzf,[],[],0,0,0,[],[],https://twitter.com/FoxNews/status/2219749780,False,,0,
36279,2018-06-10,13:29:18,"Vince Vaughn arrested in California on DUI, resisting arrest charges  https://t.co/EyHDSN5rTn",['http://www.foxnews.com/entertainment/2018/06/10/vince-vaughn-arrested-in-california-on-dui-resisting-arrest-charges.html'],[],185,94,265,[],[],https://twitter.com/FoxNews/status/1005894693677420546,False,,0,
194340,2015-09-30,20:05:26,".@seanhannity: ""In a game of chicken against Obama, I say Putin wins."" #Hannity  http://t.co/HFsPoMWsas",[],['https://pbs.twimg.com/media/CQMmJ6NUcAAiyP_.jpg'],51,70,155,['hannity'],[],https://twitter.com/FoxNews/status/649404723808837632,False,,1,https://pbs.twimg.com/media/CQMmJ6NUcAAiyP_.jpg
150953,2016-09-03,15:17:39,.@realDonaldTrump potential path to victory.  https://t.co/3YIi7Md4YD,[],['https://pbs.twimg.com/media/CrdWXOLUsAAPYXs.jpg'],74,124,383,[],[],https://twitter.com/FoxNews/status/772181790647721984,False,,1,https://pbs.twimg.com/media/CrdWXOLUsAAPYXs.jpg
224136,2014-03-29,09:05:46,"After #Sandy, feds mull plan for artificial islands off #NJ, #NY  http://t.co/1xhJmwnJfj",['http://fxn.ws/1obeImr'],[],16,32,12,"['sandy', 'nj', 'ny']",[],https://twitter.com/FoxNews/status/449925390308757504,False,,0,
